grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.11875.3a;Universiti Sains Malaysia;MY;Malaysia;Asia & Pacific;Global South;5.35694;100.301;3;Education;21808;19183.000;0.880;0.009;0.599;0.417;0.044;0.086;0.175;0.467;4677;1466;2270;8413;55.593;17.425;26.982;353;568;2568;2769;1053;2052;2200;2339;2476;2674;204;956;273;365;547;2821;366
grid.444444.0;Technical Univ.  Malaysia Malacca;MY;Malaysia;Asia & Pacific;Global South;2.31391;102.321;3;Education;1460;1284.520;0.880;0.010;0.704;0.378;0.056;0.091;0.171;0.418;932;341;261;1534;60.756;22.230;17.014;2926;2938;2568;2060;1263;1918;1743;2231;2533;2875;1425;2744;2304;2159;364;2579;2088
grid.254224.7;Chung-Ang Univ.;KR;South Korea;Asia & Pacific;Global North;37.5042;126.957;3;Education;16037;14106.500;0.880;0.006;0.672;0.220;0.033;0.073;0.169;0.506;3038;1406;751;5195;58.479;27.065;14.456;524;739;2568;2393;2392;2527;2646;2643;2557;2329;401;997;949;656;433;2271;2463
grid.411298.7;Feng Chia Univ.;TW;Taiwan;Asia & Pacific;Global North;24.1821;120.648;3;Education;5755;5062.610;0.880;0.006;0.727;0.290;0.038;0.075;0.169;0.497;1186;421;211;1818;65.237;23.157;11.606;1353;1797;2568;1784;1841;2527;2447;2601;2557;2405;1156;2571;2595;1886;252;2526;2775
grid.267134.5;Univ.  Seoul;KR;South Korea;Asia & Pacific;Global North;37.5833;127.058;3;Education;4172;3673.000;0.880;0.007;0.733;0.297;0.039;0.082;0.169;0.489;683;636;201;1520;44.934;41.842;13.224;1811;2205;2568;1713;1802;2364;2401;2462;2557;2490;1830;2069;2650;2180;1054;1381;2604
grid.263138.d;Sanjay G &hi Post Graduate Inst.  Med. Sciences;IN;India;Asia & Pacific;Global South;26.7426;80.9461;4;Facility;4834;4251.100;0.879;0.006;0.362;0.108;0.023;0.054;0.131;0.425;821;408;468;1697;48.380;24.042;27.578;1586;2030;2575;2993;2973;2527;2919;2913;2884;2861;1574;2600;1495;1995;866;2471;326
grid.249967.7;Korea Res. Inst.  Bioscience  & Biotechnology;KR;South Korea;Asia & Pacific;Global North;36.3784;127.358;4;Facility;7068;6214.340;0.879;0.005;0.910;0.254;0.033;0.077;0.173;0.518;857;874;586;2317;36.988;37.721;25.291;1102;1529;2575;221;2132;2699;2646;2557;2508;2200;1517;1605;1188;1517;1557;1641;539
grid.41206.31;Anadolu Univ.;TR;Turkey;Europe;Global North;39.7913;30.499;3;Education;3294;2894.450;0.879;0.005;0.620;0.218;0.033;0.082;0.182;0.511;505;214;381;1100;45.909;19.455;34.636;2146;2444;2575;2707;2410;2699;2646;2462;2371;2277;2210;2945;1768;2797;995;2727;81
grid.7130.5;Prince  Songkla Univ.;TH;Thailand;Asia & Pacific;Global South;7.00788;100.496;3;Education;7778;6837.720;0.879;0.008;0.639;0.422;0.031;0.070;0.160;0.481;1487;753;616;2856;52.066;26.366;21.569;1015;1410;2575;2620;1017;2186;2730;2709;2670;2566;945;1833;1136;1226;696;2323;1137
grid.411865.f;Multimedia Univ.;MY;Malaysia;Asia & Pacific;Global South;2.24889;102.277;3;Education;2108;1853.940;0.879;0.008;0.580;0.332;0.041;0.084;0.173;0.468;826;238;316;1380;59.855;17.246;22.899;2699;2790;2575;2827;1548;2186;2321;2396;2508;2666;1568;2912;2038;2356;392;2830;903
grid.18919.38;Kurchatov Inst.;RU;Russia;Europe;Global North;55.802;37.4769;4;Facility;6908;6065.110;0.878;0.011;0.841;0.499;0.043;0.081;0.156;0.401;1248;1055;522;2825;44.177;37.345;18.478;1124;1561;2580;640;579;1804;2243;2481;2709;2909;1099;1344;1336;1241;1100;1657;1812
grid.411545.0;Jeonbuk Natl. Univ.;KR;South Korea;Asia & Pacific;Global North;35.847;127.129;3;Education;16468;14450.600;0.877;0.005;0.709;0.318;0.033;0.076;0.175;0.501;2772;1390;1105;5267;52.630;26.391;20.980;504;722;2581;1991;1639;2699;2646;2577;2476;2374;447;1011;651;649;671;2321;1260
grid.411597.f;Chonnam Natl. Univ. Hosp.;KR;South Korea;Asia & Pacific;Global North;35.1421;126.922;6;Healthcare;2911;2552.130;0.877;0.004;0.730;0.119;0.032;0.082;0.194;0.548;290;604;294;1188;24.411;50.842;24.748;2323;2561;2581;1751;2955;2838;2684;2462;2206;1883;2633;2150;2159;2661;2215;928;599
grid.411463.5;Islamic Azad Univ., Tehran;IR;Iran;Middle east;Global South;35.7328;51.3889;3;Education;16579;14539.800;0.877;0.007;0.773;0.232;0.040;0.085;0.171;0.472;2777;3476;2072;8325;33.357;41.754;24.889;496;718;2581;1282;2302;2364;2356;2371;2533;2633;445;376;312;372;1785;1387;584
grid.410696.c;Yunnan Agricultural Univ.;CN;China;Asia & Pacific;Global South;25.1362;102.746;3;Education;1945;1705.040;0.877;0.007;0.779;0.272;0.038;0.078;0.171;0.489;804;174;147;1125;71.467;15.467;13.067;2752;2833;2581;1217;1983;2364;2447;2540;2533;2490;1610;2984;2884;2751;104;2881;2626
grid.464353.3;Jilin Agricultural Univ.;CN;China;Asia & Pacific;Global South;43.8139;125.407;3;Education;2984;2614.420;0.876;0.003;0.748;0.206;0.032;0.075;0.176;0.516;1390;280;181;1851;75.095;15.127;9.779;2286;2545;2585;1573;2507;2924;2684;2601;2463;2222;999;2849;2756;1857;38;2890;2904
grid.446088.6;Saratov State Univ.;RU;Russia;Europe;Global North;51.538;46.0096;3;Education;2254;1974.010;0.876;0.008;0.737;0.450;0.043;0.091;0.174;0.438;730;177;306;1213;60.181;14.592;25.227;2623;2762;2585;1681;856;2186;2243;2231;2494;2810;1758;2981;2089;2619;383;2905;546
grid.265727.3;Universiti  Malaysia Sabah;MY;Malaysia;Asia & Pacific;Global South;6.03667;116.119;3;Education;2329;2038.300;0.875;0.008;0.704;0.477;0.047;0.092;0.171;0.453;694;265;159;1118;62.075;23.703;14.222;2591;2741;2587;2060;696;2186;2085;2203;2533;2753;1813;2874;2841;2763;330;2496;2492
grid.263736.5;Sogang Univ.;KR;South Korea;Asia & Pacific;Global North;37.5511;126.941;3;Education;6194;5417.220;0.875;0.006;0.697;0.277;0.038;0.080;0.167;0.483;1156;679;343;2178;53.076;31.175;15.748;1248;1701;2587;2137;1948;2527;2447;2505;2588;2547;1183;1972;1924;1604;657;2018;2287
grid.260664.0;Natl. Taiwan Ocean Univ.;TW;Taiwan;Asia & Pacific;Global North;25.1501;121.778;3;Education;5097;4452.910;0.874;0.007;0.729;0.291;0.037;0.076;0.166;0.480;925;430;241;1596;57.957;26.942;15.100;1504;1978;2589;1758;1832;2364;2492;2577;2603;2574;1437;2543;2421;2096;453;2276;2378
grid.256105.5;Fu Jen Catholic Univ.;TW;Taiwan;Asia & Pacific;Global North;25.0358;121.433;3;Education;4394;3839.640;0.874;0.004;0.896;0.211;0.032;0.069;0.177;0.530;505;719;148;1372;36.808;52.405;10.787;1724;2145;2589;306;2465;2838;2684;2729;2452;2071;2210;1899;2882;2370;1570;865;2827
grid.271762.7;State Univ.  Maringa;BR;Brazil;South/Latin America;Global South;-23.4052;-51.9381;3;Education;7021;6135.180;0.874;0.007;0.675;0.218;0.035;0.073;0.161;0.472;2608;1096;1306;5010;52.056;21.876;26.068;1108;1548;2589;2365;2410;2364;2575;2643;2652;2633;481;1296;545;680;699;2601;452
grid.419656.9;Natl. Inst.  Technology Calicut;IN;India;Asia & Pacific;Global South;11.322;75.9354;3;Education;1875;1638.890;0.874;0.008;0.399;0.131;0.036;0.082;0.171;0.462;583;264;234;1081;53.932;24.422;21.647;2777;2849;2589;2987;2925;2186;2535;2462;2533;2707;2048;2876;2455;2834;626;2450;1125
grid.411445.1;Atatürk Univ.;TR;Turkey;Europe;Global North;39.9029;41.2528;3;Education;8411;7341.580;0.873;0.006;0.583;0.143;0.037;0.080;0.173;0.486;1357;432;902;2691;50.427;16.054;33.519;946;1329;2593;2818;2891;2527;2492;2505;2508;2522;1010;2536;802;1311;775;2859;105
grid.450296.c;China Earthquake Administration;CN;China;Asia & Pacific;Global South;39.908;116.291;4;Facility;3820;3334.450;0.873;0.006;0.703;0.336;0.038;0.077;0.169;0.462;1055;298;266;1619;65.164;18.406;16.430;1931;2308;2593;2071;1523;2527;2447;2557;2557;2707;1274;2821;2276;2071;257;2775;2175
grid.444644.2;Amity Univ.;IN;India;Asia & Pacific;Global South;28.5443;77.3339;3;Education;4350;3798.940;0.873;0.010;0.753;0.270;0.044;0.086;0.168;0.457;1802;979;316;3097;58.185;31.611;10.203;1738;2160;2593;1506;2003;1918;2200;2339;2575;2731;767;1447;2038;1132;443;1991;2880
grid.440725.0;Guilin Univ.  Technology;CN;China;Asia & Pacific;Global South;25.2811;110.317;3;Education;3523;3072.640;0.872;0.006;0.647;0.174;0.036;0.080;0.178;0.470;1479;355;214;2048;72.217;17.334;10.449;2050;2392;2596;2567;2735;2527;2535;2505;2436;2652;952;2716;2573;1697;88;2824;2859
grid.412542.4;Shanghai Univ.  Engineering Sciences;CN;China;Asia & Pacific;Global South;31.2043;121.396;3;Education;2942;2564.210;0.872;0.005;0.652;0.218;0.030;0.079;0.178;0.490;1211;313;132;1656;73.128;18.901;7.971;2303;2554;2596;2538;2410;2699;2769;2521;2436;2478;1132;2797;2925;2032;68;2755;2972
grid.77602.34;Natl. Res. Tomsk State Univ.;RU;Russia;Europe;Global North;56.4694;84.9475;3;Education;7286;6355.460;0.872;0.008;0.848;0.514;0.042;0.083;0.174;0.446;1413;1129;547;3089;45.743;36.549;17.708;1071;1499;2596;593;508;2186;2283;2431;2494;2777;980;1242;1281;1134;1009;1705;1951
grid.9601.e;Istanbul Univ.;TR;Turkey;Europe;Global North;41.0127;28.9633;3;Education;15767;13733.100;0.871;0.007;0.581;0.239;0.035;0.075;0.164;0.483;2637;2398;2651;7686;34.309;31.200;34.491;529;754;2599;2825;2244;2364;2575;2601;2626;2547;474;569;217;420;1728;2015;86
grid.419157.f;Mexican Social Security Inst.;MX;Mexico;South/Latin America;Global South;19.4235;-99.1733;5;Government;3717;3237.280;0.871;0.006;0.825;0.293;0.034;0.067;0.153;0.477;1147;1054;779;2980;38.490;35.369;26.141;1977;2346;2599;774;1823;2527;2608;2762;2739;2595;1190;1346;914;1172;1461;1764;445
grid.10689.36;Natl. Univ.  Colombia;CO;Colombia;South/Latin America;Global South;4.63556;-74.0828;3;Education;9348;8142.300;0.871;0.008;0.722;0.527;0.036;0.071;0.154;0.457;2810;1167;1212;5189;54.153;22.490;23.357;857;1227;2599;1841;449;2186;2535;2686;2730;2731;439;1186;599;658;617;2567;840
grid.249079.1;China Academy  Engineering Physics;CN;China;Asia & Pacific;Global South;31.5806;104.766;4;Facility;7985;6956.920;0.871;0.007;0.805;0.141;0.037;0.078;0.168;0.479;2944;1011;462;4417;66.652;22.889;10.460;993;1390;2599;952;2899;2364;2492;2540;2575;2580;417;1405;1525;795;221;2537;2858
grid.454135.2;Korea Inst.  Industrial Technology;KR;South Korea;Asia & Pacific;Global North;36.9042;127.245;8;Other;3410;2969.260;0.871;0.005;0.902;0.218;0.034;0.074;0.165;0.485;674;495;199;1368;49.269;36.184;14.547;2096;2418;2599;266;2410;2699;2608;2626;2608;2532;1849;2394;2665;2377;823;1729;2446
grid.453137.7;Ministry  Natural Resources;CN;China;Asia & Pacific;Global South;39.9244;116.37;5;Government;5312;4627.180;0.871;0.007;0.896;0.226;0.038;0.081;0.173;0.474;1283;1544;475;3302;38.855;46.760;14.385;1448;1930;2599;306;2341;2364;2447;2481;2508;2624;1078;920;1473;1069;1437;1116;2475
grid.440648.a;Anhui Univ.  Science  & Technology;CN;China;Asia & Pacific;Global South;32.6313;117.011;3;Education;2388;2078.380;0.870;0.006;0.678;0.162;0.034;0.073;0.174;0.481;1052;275;163;1490;70.604;18.456;10.940;2565;2728;2605;2335;2803;2527;2608;2643;2494;2566;1277;2860;2826;2219;122;2770;2816
grid.412545.3;Shanxi Agricultural Univ.;CN;China;Asia & Pacific;Global South;37.4244;112.578;3;Education;1575;1370.480;0.870;0.004;0.726;0.282;0.026;0.068;0.172;0.507;732;212;106;1050;69.714;20.191;10.095;2897;2920;2605;1800;1913;2838;2871;2745;2523;2318;1753;2947;2995;2894;142;2689;2887
grid.7005.2;Wroclaw Univ.  Science  & Technology;PL;Poland;Europe;Global North;51.1088;17.0599;3;Education;10224;8899.890;0.870;0.007;0.556;0.324;0.036;0.076;0.168;0.473;2124;491;728;3343;63.536;14.687;21.777;800;1117;2605;2885;1595;2364;2535;2577;2575;2628;629;2399;979;1055;299;2904;1097
grid.411757.1;Islamic Azad Univ., Isfahan;IR;Iran;Middle east;Global South;32.6413;51.7847;3;Education;3235;2813.200;0.870;0.004;0.697;0.224;0.035;0.083;0.178;0.490;547;587;322;1456;37.569;40.316;22.115;2176;2479;2605;2137;2364;2838;2575;2431;2436;2478;2121;2186;2005;2258;1525;1470;1034
grid.412673.5;Univ.  Zanjan;IR;Iran;Middle east;Global South;36.6857;48.4064;3;Education;3110;2704.730;0.870;0.005;0.655;0.281;0.039;0.083;0.181;0.481;555;302;215;1072;51.772;28.172;20.056;2233;2519;2605;2513;1926;2699;2401;2431;2390;2566;2106;2814;2566;2852;715;2207;1499
grid.415700.7;Ministry  Health;TR;Turkey;Europe;Global North;39.9283;32.8557;5;Government;1352;1175.500;0.869;0.006;0.688;0.107;0.025;0.055;0.135;0.482;191;1025;398;1614;11.834;63.507;24.659;2946;2952;2610;2229;2975;2527;2890;2902;2867;2563;2838;1386;1713;2076;2819;402;612
grid.410814.8;Nara Med. Univ.;JP;Japan;Asia & Pacific;Global North;34.5041;135.794;3;Education;4771;4147.950;0.869;0.007;0.559;0.127;0.034;0.076;0.168;0.497;813;453;406;1672;48.624;27.093;24.282;1607;2053;2610;2878;2936;2364;2608;2577;2575;2405;1591;2485;1692;2015;855;2269;680
grid.418030.e;Industrial Technology Res. Inst.;TW;Taiwan;Asia & Pacific;Global North;24.7745;121.046;7;Nonprofit;4626;4020.530;0.869;0.005;0.897;0.152;0.032;0.076;0.168;0.499;1654;1009;339;3002;55.097;33.611;11.293;1655;2097;2610;301;2850;2699;2684;2577;2575;2389;837;1408;1947;1164;566;1873;2792
grid.263452.4;Shanxi Med. Univ.;CN;China;Asia & Pacific;Global South;37.8421;112.53;3;Education;2885;2505.210;0.868;0.005;0.741;0.256;0.031;0.070;0.180;0.517;1578;465;382;2425;65.072;19.175;15.753;2336;2577;2613;1647;2120;2699;2730;2709;2403;2209;887;2447;1764;1456;259;2743;2286
grid.418042.b;Astellas Pharma (Japan);JP;Japan;Asia & Pacific;Global North;35.6915;139.776;2;Company;1165;1011.420;0.868;0.005;0.550;0.225;0.034;0.075;0.177;0.511;645;201;155;1001;64.436;20.080;15.485;2973;2972;2613;2889;2352;2699;2608;2601;2452;2277;1910;2956;2854;2999;269;2694;2320
grid.261445.0;Osaka City Univ.;JP;Japan;Asia & Pacific;Global North;34.5919;135.505;3;Education;9872;8563.540;0.867;0.006;0.683;0.224;0.033;0.071;0.165;0.488;1618;1425;974;4017;40.279;35.474;24.247;819;1168;2615;2276;2364;2527;2646;2686;2608;2500;859;980;741;874;1346;1756;687
grid.412284.9;Lodz Univ.  Technology;PL;Poland;Europe;Global North;51.7531;19.45;3;Education;6783;5882.010;0.867;0.006;0.540;0.301;0.035;0.075;0.158;0.460;1351;336;481;2168;62.316;15.498;22.186;1158;1600;2615;2905;1769;2527;2575;2601;2691;2718;1016;2752;1458;1613;327;2878;1019
grid.412674.2;Soonchunhyang Univ.;KR;South Korea;Asia & Pacific;Global North;36.7708;126.932;3;Education;6108;5297.820;0.867;0.006;0.751;0.155;0.032;0.070;0.166;0.496;989;899;549;2437;40.583;36.890;22.528;1268;1732;2615;1536;2841;2527;2684;2709;2603;2416;1360;1559;1271;1448;1333;1686;964
grid.411779.d;Gauhati Univ.;IN;India;Asia & Pacific;Global South;26.1547;91.6655;3;Education;2166;1878.120;0.867;0.006;0.544;0.195;0.048;0.088;0.172;0.444;552;253;213;1018;54.224;24.853;20.923;2661;2784;2615;2897;2595;2527;2039;2291;2523;2789;2108;2893;2579;2962;614;2421;1274
grid.419655.a;Natl. Inst.  Technology Warangal;IN;India;Asia & Pacific;Global South;17.9807;79.5329;3;Education;2381;2065.160;0.867;0.007;0.468;0.138;0.039;0.087;0.178;0.451;812;342;253;1407;57.711;24.307;17.982;2568;2732;2615;2964;2909;2364;2401;2314;2436;2760;1592;2741;2347;2316;463;2457;1898
grid.411641.7;Chung Shan Med. Univ.;TW;Taiwan;Asia & Pacific;Global North;24.1217;120.651;3;Education;6898;5974.120;0.866;0.003;0.947;0.137;0.028;0.069;0.171;0.536;604;890;477;1971;30.644;45.155;24.201;1127;1576;2620;74;2913;2924;2826;2729;2533;2008;2000;1577;1466;1748;1924;1202;693
grid.411649.f;Chung Yuan Christian Univ.;TW;Taiwan;Asia & Pacific;Global North;24.9575;121.243;3;Education;5353;4634.880;0.866;0.005;0.727;0.302;0.032;0.077;0.171;0.495;1145;488;233;1866;61.361;26.152;12.487;1435;1926;2620;1784;1758;2699;2684;2557;2533;2428;1193;2407;2462;1846;346;2340;2692
grid.412735.6;Tianjin Normal Univ.;CN;China;Asia & Pacific;Global South;39.06;117.127;3;Education;3397;2941.610;0.866;0.008;0.698;0.243;0.035;0.081;0.168;0.490;998;317;137;1452;68.733;21.832;9.435;2104;2428;2620;2128;2214;2186;2575;2481;2575;2478;1344;2786;2913;2261;163;2605;2916
grid.412517.4;Pondicherry Univ.;IN;India;Asia & Pacific;Global South;12.0267;79.8488;3;Education;4127;3568.060;0.865;0.007;0.510;0.202;0.038;0.076;0.165;0.478;1280;396;392;2068;61.896;19.149;18.956;1830;2240;2623;2929;2539;2364;2447;2577;2608;2585;1080;2623;1736;1682;331;2744;1719
grid.278276.e;Kochi Univ.;JP;Japan;Asia & Pacific;Global North;33.5947;133.613;3;Education;5286;4567.990;0.864;0.008;0.869;0.307;0.037;0.075;0.163;0.467;744;770;366;1880;39.575;40.957;19.468;1457;1949;2624;464;1720;2186;2492;2601;2634;2674;1725;1795;1829;1825;1383;1434;1613
grid.418196.3;Indian Agricultural Res. Inst.;IN;India;Asia & Pacific;Global South;28.6331;77.1525;4;Facility;3489;3013.990;0.864;0.012;0.654;0.159;0.040;0.072;0.155;0.443;716;384;655;1755;40.798;21.880;37.322;2066;2411;2624;2521;2818;1668;2356;2662;2717;2791;1782;2647;1069;1946;1315;2600;36
grid.412371.2;Univ. Federal do Espírito Santo;BR;Brazil;South/Latin America;Global South;-20.2764;-40.3031;3;Education;5746;4960.010;0.863;0.006;0.746;0.308;0.034;0.074;0.161;0.489;1915;1299;783;3997;47.911;32.499;19.590;1355;1826;2626;1588;1711;2527;2608;2626;2652;2490;704;1076;912;877;891;1938;1582
grid.411639.8;Manipal Academy  Higher Education;IN;India;Asia & Pacific;Global South;13.3537;74.7848;3;Education;7422;6406.620;0.863;0.006;0.612;0.248;0.033;0.069;0.156;0.461;2200;1327;674;4201;52.369;31.588;16.044;1053;1490;2626;2726;2178;2527;2646;2729;2709;2712;597;1055;1043;834;683;1994;2239
grid.10692.3c;Natl. Univ.  Córdoba;AR;Argentina;South/Latin America;Global South;-31.4375;-64.1878;3;Education;7875;6789.660;0.862;0.005;0.683;0.450;0.030;0.064;0.159;0.480;1210;1137;1374;3721;32.518;30.556;36.926;1005;1418;2628;2276;856;2699;2769;2801;2679;2574;1133;1223;520;949;1837;2050;44
grid.412221.6;Natl. Univ.  Mar del Plata;AR;Argentina;South/Latin America;Global South;-38.0051;-57.5693;3;Education;2869;2472.990;0.862;0.004;0.725;0.364;0.035;0.074;0.168;0.484;345;393;571;1309;26.356;30.023;43.621;2346;2584;2628;1811;1337;2838;2575;2626;2575;2540;2531;2629;1216;2470;2137;2086;5
grid.26141.30;Univ. de Pernambuco;BR;Brazil;South/Latin America;Global South;-8.04387;-34.886;3;Education;2113;1820.480;0.862;0.006;0.813;0.239;0.032;0.071;0.168;0.500;652;742;490;1884;34.607;39.384;26.009;2696;2797;2628;870;2244;2527;2684;2686;2575;2384;1896;1853;1432;1820;1712;1525;459
grid.9763.b;Univ.  Khartoum;SD;Sudan;Arab States;Global South;15.6094;32.5417;3;Education;2319;1995.950;0.861;0.005;0.777;0.666;0.037;0.082;0.167;0.483;516;254;237;1007;51.241;25.223;23.535;2597;2755;2631;1236;89;2699;2492;2462;2588;2547;2191;2889;2445;2989;737;2402;817
grid.412742.6;SRM Inst.  Science  & Technology;IN;India;Asia & Pacific;Global South;12.8236;80.0442;3;Education;3813;3284.110;0.861;0.007;0.601;0.277;0.039;0.083;0.178;0.471;987;948;327;2262;43.634;41.910;14.456;1936;2331;2631;2762;1948;2364;2401;2431;2436;2645;1364;1485;1989;1551;1130;1375;2463
grid.417547.4;Hitachi (Japan);JP;Japan;Asia & Pacific;Global North;35.683;139.766;2;Company;2520;2166.410;0.860;0.009;0.680;0.153;0.038;0.071;0.153;0.440;1645;601;421;2667;61.680;22.535;15.786;2497;2695;2633;2312;2845;2052;2447;2686;2739;2802;841;2156;1647;1324;337;2562;2279
grid.412434.4;Thammasat Univ.;TH;Thailand;Asia & Pacific;Global South;13.7559;100.491;3;Education;4185;3600.400;0.860;0.007;0.689;0.373;0.032;0.071;0.158;0.468;734;780;333;1847;39.740;42.231;18.029;1802;2229;2633;2223;1287;2364;2684;2686;2691;2666;1748;1766;1970;1860;1374;1355;1887
grid.411284.a;Federal Univ.  Uberlândia;BR;Brazil;South/Latin America;Global South;-18.9186;-48.2578;3;Education;6651;5720.400;0.860;0.005;0.713;0.258;0.034;0.075;0.163;0.487;2216;1294;889;4399;50.375;29.416;20.209;1181;1629;2633;1941;2104;2699;2608;2601;2634;2512;590;1086;813;799;776;2127;1450
grid.412763.5;Urmia Univ.;IR;Iran;Middle east;Global South;37.5288;45.0465;3;Education;6609;5674.040;0.859;0.005;0.586;0.200;0.036;0.079;0.167;0.475;1358;623;499;2480;54.758;25.121;20.121;1189;1642;2636;2811;2565;2699;2535;2521;2588;2613;1009;2106;1404;1413;589;2407;1478
grid.411252.1;Univ. Federal de Sergipe;BR;Brazil;South/Latin America;Global South;-10.9248;-37.1006;3;Education;4510;3876.200;0.859;0.005;0.775;0.271;0.034;0.073;0.162;0.489;1645;982;551;3178;51.762;30.900;17.338;1688;2134;2636;1262;1993;2699;2608;2643;2644;2490;841;1443;1265;1108;717;2030;2026
grid.413593.9;Mackay Memorial Hosp.;TW;Taiwan;Asia & Pacific;Global North;25.0585;121.523;6;Healthcare;4566;3920.610;0.859;0.007;0.890;0.147;0.035;0.071;0.158;0.487;516;354;476;1346;38.336;26.300;35.364;1666;2118;2636;339;2876;2364;2575;2686;2691;2512;2191;2718;1472;2419;1472;2329;69
grid.462084.c;Birla Inst.  Technology, Mesra;IN;India;Asia & Pacific;Global South;23.4135;85.4398;3;Education;2087;1792.550;0.859;0.007;0.532;0.174;0.040;0.073;0.159;0.466;556;304;340;1200;46.333;25.333;28.333;2707;2806;2636;2914;2735;2364;2356;2643;2679;2684;2100;2813;1939;2636;976;2393;280
grid.411257.4;Federal Univ.  Technology;NG;Nigeria;Africa;Global South;7.30109;5.15141;3;Education;2982;2558.920;0.858;0.007;0.681;0.448;0.039;0.074;0.168;0.451;738;317;342;1397;52.828;22.692;24.481;2289;2556;2640;2298;869;2364;2401;2626;2575;2760;1735;2786;1927;2328;664;2554;639
grid.412124.0;Univ.  Sfax;TN;Tunisia;Arab States;Global South;34.7371;10.7436;3;Education;9448;8103.760;0.858;0.006;0.624;0.513;0.037;0.076;0.169;0.490;2609;1126;1115;4850;53.794;23.217;22.990;850;1230;2640;2692;518;2527;2492;2577;2557;2478;480;1252;646;709;630;2522;891
grid.410898.c;Myongji Univ.;KR;South Korea;Asia & Pacific;Global North;37.5808;126.924;3;Education;2834;2432.390;0.858;0.006;0.704;0.265;0.035;0.076;0.171;0.483;623;281;172;1076;57.900;26.115;15.985;2363;2597;2640;2060;2036;2527;2575;2577;2533;2547;1955;2847;2795;2843;456;2342;2249
grid.7621.2;Univ.  Botswana;BW;Botswana;Africa;Global South;-24.6667;25.9333;3;Education;2209;1895.690;0.858;0.007;0.673;0.652;0.033;0.072;0.155;0.467;488;348;185;1021;47.796;34.084;18.120;2640;2780;2640;2379;105;2364;2646;2662;2717;2674;2242;2733;2728;2956;895;1844;1870
grid.411370.0;Amrita Vishwa Vidyapeetham Univ.;IN;India;Asia & Pacific;Global South;10.9019;76.9014;3;Education;2382;2038.910;0.856;0.010;0.466;0.202;0.044;0.083;0.161;0.434;1397;613;428;2438;57.301;25.144;17.555;2567;2740;2644;2965;2539;1918;2200;2431;2652;2831;994;2126;1617;1447;482;2406;1980
grid.49746.38;Sakarya Univ.;TR;Turkey;Europe;Global North;40.7408;30.3333;3;Education;4538;3883.560;0.856;0.007;0.540;0.153;0.039;0.083;0.175;0.471;848;520;269;1637;51.802;31.765;16.433;1672;2130;2644;2905;2845;2364;2401;2431;2476;2645;1533;2330;2268;2052;711;1981;2174
